Long,Lat,esrignss_speed,esrignss_direction,esrisnsr_azimuth,esrignss_positionsourcetype,esrignss_receiver,esrignss_h_rms,esrignss_v_rms,esrignss_latitude,esrignss_longitude,esrignss_altitude,esrignss_pdop,esrignss_hdop,esrignss_vdop,esrignss_fixtype,esrignss_correctionage,esrignss_stationid,esrignss_numsats,esrignss_avg_h_rms,esrignss_avg_v_rms,esrignss_avg_positions,esrignss_h_stddev,Stand_ID,DBH,GlobalID,Creator,Editor,ofage,notes1,notes2,CreationDate,EditDate,esrignss_fixdatetime
-151.4119278,59.70518428,0,,289.2587585,2,iPhone 14 Pro,2.000056161,6.294229882,59.70518428,-151.4119278,408.4658903,,,,,,,,,,,,1,,{FADCF7E7-C997-4843-AE88-FFB898B7E98D},,yutingpu_umich,Y,not big enough,,2025-08-05T23:06:00.562,2025-10-28T16:19:16.069,2025-08-05T23:05:28.999
-151.4118572,59.70518447,0.042121963,,283.4935913,2,iPhone 14 Pro,4.437099732,3.029912235,59.70518447,-151.4118572,408.8466277,,,,,,,,,,,,1,,{9E17BBBD-E4D8-46B1-B94C-0256672820DB},,yutingpu_umich,Y,,,2025-08-05T23:12:18.828,2025-10-28T16:19:16.069,2025-08-05T23:11:24.999
-151.4119169,59.7051939,0,117.1464984,261.7145386,2,iPhone 14 Pro,4.74865153,3.329634893,59.7051939,-151.4119169,409.446464,,,,,,,,,,,,1,179,{6099978D-BBDC-4E29-B810-8321BC810CAE},,yutingpu_umich,Y,,,2025-08-05T23:14:23.398,2025-10-28T16:19:16.069,2025-08-05T23:14:01.999
-151.4119888,59.7052264,0.28171134,,119.7811737,2,iPhone 14 Pro,4.676531014,6.639270674,59.7052264,-151.4119888,405.1282564,,,,,,,,,,,,1,545,{1B635629-CF7E-4ABF-B152-41D69A0965CC},,yutingpu_umich,Y,bored core,,2025-08-05T23:22:01.224,2025-10-28T16:19:16.069,2025-08-05T23:21:40
-151.4118667,59.7052194,0.253848186,,146.9875641,2,iPhone 13 Pro,4.579475885,5.474399997,59.7052194,-151.4118667,410.0904626,,,,,,,,,,,,1,311,{F4361493-38BF-493B-97E4-966D9784E1F5},,yutingpu_umich,Y,Core 1.1,,2025-08-05T23:24:25.306,2025-10-28T16:19:16.069,2025-08-05T23:09:32.999
-151.4119127,59.70516124,1.619999957,147.6562537,251.3225555,2,iPhone 13 Pro,4.74865153,4.029364438,59.70516124,-151.4119127,413.7373925,,,,,,,,,,,,1,323,{D2F017D1-0305-40EC-BD71-3ACD646B26F5},,yutingpu_umich,Y,,,2025-08-05T23:31:13.681,2025-10-28T16:19:16.069,2025-08-05T23:30:43.999
-151.4119478,59.70516336,0,,247.4991455,2,iPhone 13 Pro,3.43934301,6,59.70516336,-151.4119478,408.1979637,,,,,,,,,,,,1,274,{39198185-662F-4593-BCDD-0CD69AB16E6A},,yutingpu_umich,Y,,,2025-08-05T23:33:12.343,2025-10-28T16:19:16.069,2025-08-05T23:32:48.999
-151.4119615,59.70517579,0,,223.9099579,2,iPhone 13 Pro,3.297643852,3,59.70517579,-151.4119615,407.6779442,,,,,,,,,,,,1,226,{5489161B-F8AD-4678-8933-552A8A8BE21B},,yutingpu_umich,Y,,,2025-08-05T23:36:13.235,2025-10-28T16:19:16.069,2025-08-05T23:35:56.024
-151.4118002,59.70520236,0.073929546,350.8027231,88.99607849,2,iPhone 14 Pro,4.750131551,11.92409967,59.70520236,-151.4118002,404.87654,,,,,,,,,,,,1,383,{FB31337A-8657-4DCA-8D73-A96A87627E70},,yutingpu_umich,Y,core 4,,2025-08-06T00:22:39.631,2025-10-28T16:19:16.069,2025-08-06T00:21:31.999
-151.4117128,59.7052187,0,15.85045118,110.2846985,2,iPhone 14 Pro,2.946828565,10.33144243,59.7052187,-151.4117128,404.7510096,,,,,,,,,,,,1,107,{18ECFA53-A2FF-401E-8785-C4087C550C37},,yutingpu_umich,Y,,,2025-08-06T00:30:25.507,2025-10-28T16:19:16.069,2025-08-06T00:30:04
-151.4117348,59.70514338,1.560793304,360,202.5110321,2,iPhone 14 Pro,2.626496828,6.326473094,59.70514338,-151.4117348,400.4845431,,,,,,,,,,,,1,446,{31E825F0-4CA0-4FE2-90A2-0B15B6ECCBB5},,yutingpu_umich,Y,,,2025-08-06T00:33:35.740,2025-10-28T16:19:16.069,2025-08-06T00:33:17
-151.4117439,59.70515325,0,46.20331432,145.6097107,2,iPhone 14 Pro,3.462690437,8.028770944,59.70515325,-151.4117439,405.5441406,,,,,,,,,,,,1,97,{45519E7D-5332-48C9-ACC4-0A5320AB25DD},,yutingpu_umich,Y,,,2025-08-06T00:35:17.443,2025-10-28T16:19:16.069,2025-08-06T00:35:03
-151.4117837,59.70515188,0,,154.3730774,2,iPhone 13 Pro,3.925712616,9.219813755,59.70515188,-151.4117837,406.1594506,,,,,,,,,,,,1,327,{636D6E95-C543-42C1-8F5C-FC2D439919CD},,yutingpu_umich,Y,,,2025-08-06T00:37:18.667,2025-10-28T16:19:16.069,2025-08-06T00:35:27.999
-151.4118248,59.70520772,0.076701555,8.501900216,127.6097107,2,iPhone 14 Pro,2.438404179,8.75604556,59.70520772,-151.4118248,405.5826665,,,,,,,,,,,,1,160,{AB044486-6412-490C-8642-47CAC27FAFCA},,yutingpu_umich,Y,,,2025-08-06T00:39:43.210,2025-10-28T16:19:16.069,2025-08-06T00:39:30.999
-151.4118072,59.70515433,0,,188.6231384,2,iPhone 14 Pro,4.511726798,4.338400918,59.70515433,-151.4118072,408.184543,,,,,,,,,,,,1,120,{365CC5A4-6EF2-474A-B2D4-38ED4300D978},,yutingpu_umich,Y,,,2025-08-06T00:41:20.752,2025-10-28T16:19:16.069,2025-08-06T00:40:26.998
-151.4117892,59.70511733,0,,214.7897186,2,iPhone 13 Pro,3.552207555,7.054822763,59.70511733,-151.4117892,412.6828271,,,,,,,,,,,,1,340,{8D10EB9D-4F71-43CF-B755-E8920149179E},,yutingpu_umich,Y,Core 1.5,,2025-08-06T00:41:37.257,2025-10-28T16:19:16.069,2025-08-06T00:41:20.999
-151.4118077,59.70515097,0.399246905,,206.3372192,2,iPhone 14 Pro,4.74865153,3.251519212,59.70515097,-151.4118077,406.5668485,,,,,,,,,,,,1,522,{9B9F395A-0027-430E-AFE9-BBFA8B649154},,yutingpu_umich,Y,,,2025-08-06T00:43:15.107,2025-10-28T16:19:16.069,2025-08-06T00:41:34.999
-151.411799,59.70515603,0,,207.0245514,2,iPhone 14 Pro,4.701330078,5.243861249,59.70515603,-151.411799,404.4889353,,,,,,,,,,,,1,635,{EFAD9736-6E16-4EBE-9C5B-ECB48E474C7C},,yutingpu_umich,Y,,,2025-08-06T00:46:30.310,2025-10-28T16:19:16.069,2025-08-06T00:46:12.999
-151.4107445,59.70641579,0,,297.3624268,2,iPhone 13 Pro,3.533899685,6,59.70641579,-151.4107445,397.1796532,,,,,,,,,,,,2,324,{2ECCB94D-0C87-41D3-9D90-7073478C0233},,,Y,,,2025-08-07T18:57:49.350,2025-08-07T18:57:49.350,2025-08-07T18:57:20.999
-151.4107012,59.706431,1.078586585,,278.7623901,2,iPhone 14 Pro,4.748651531,3.811329082,59.706431,-151.4107012,392.5483649,,,,,,,,,,,,2,193,{23ADEDBD-2579-4860-8A09-1D2397E4306B},,yutingpu_umich,Y,,,2025-08-07T18:58:27.151,2025-10-28T16:13:19.934,2025-08-07T18:57:16.999
-151.4107294,59.70644416,0.163680724,,254.1283264,2,iPhone 13 Pro,4.74865153,5.391402356,59.70644416,-151.4107294,393.9454541,,,,,,,,,,,,2,124,{E8203E2B-28AB-4874-8D7B-CB4B23358BDE},,,Y,,,2025-08-07T18:59:12.755,2025-08-07T18:59:12.755,2025-08-07T18:58:50.999
-151.4106852,59.70642664,0.396573234,259.4260158,210.3621979,2,iPhone 14 Pro,4.748651529,4.269586278,59.70642664,-151.4106852,394.2191742,,,,,,,,,,,,2,173,{2E2E07D6-549B-41F6-A6E9-867EFBB55237},,yutingpu_umich,Y,,,2025-08-07T18:59:26.520,2025-10-28T16:13:19.934,2025-08-07T18:58:44.997
-151.4107105,59.70642248,0.13685362,283.5302962,265.9290161,2,iPhone 14 Pro,4.74865153,4.571957032,59.70642248,-151.4107105,396.8935469,,,,,,,,,,,,2,273,{28559A0A-952D-41AF-B283-200D9AEB683F},,yutingpu_umich,Y,,,2025-08-07T19:00:50.259,2025-10-28T16:13:19.934,2025-08-07T18:59:40.998
-151.4106962,59.7063846,1.151999974,52.03125,281.6112671,2,iPhone 13 Pro,3.52691708,4,59.7063846,-151.4106962,398.0741844,,,,,,,,,,,,2,235,{5C55F4EC-671A-41FA-A543-AB7DA51AABC2},,,Y,,,2025-08-07T19:01:10.425,2025-08-07T19:01:10.425,2025-08-07T19:00:49
-151.4107497,59.70642235,0.111201552,233.419023,322.6274719,2,iPhone 14 Pro,4.74865153,5.102857211,59.70642235,-151.4107497,395.147785,,,,,,,,,,,,2,,{6A283B49-E5F3-403C-B1EA-00E222E17DB7},,yutingpu_umich,Y,,,2025-08-07T19:01:19.724,2025-10-28T16:13:19.934,2025-08-07T19:01:03.999
-151.410771,59.70642073,0,,326.4682617,2,iPhone 14 Pro,6.141117081,5.074277419,59.70642073,-151.410771,395.4375103,,,,,,,,,,,,2,,{0CC4F8B2-AC42-4932-9B70-65FB066DA30A},,yutingpu_umich,Y,,,2025-08-07T19:01:41.330,2025-10-28T16:13:19.934,2025-08-07T19:01:27.999
-151.4107289,59.70642233,0.941263267,,335.3353577,2,iPhone 13 Pro,4.74865153,5.49271181,59.70642233,-151.4107289,394.64524,,,,,,,,,,,,2,,{B0C87126-40DA-4C53-9031-607A85419B63},,yutingpu_umich,N,,,2025-08-07T19:01:56.149,2025-10-28T16:13:19.934,2025-08-07T19:01:38.999
-151.4107547,59.70642411,0.68211474,307.8562165,211.9533844,2,iPhone 14 Pro,4.748651523,4.891863735,59.70642411,-151.4107547,395.834143,,,,,,,,,,,,2,,{20163026-A961-4986-8991-623193429FAF},,yutingpu_umich,Y,,,2025-08-07T19:02:23.506,2025-10-28T16:13:19.934,2025-08-07T19:01:57.998
-151.4106792,59.70642269,0.952065459,,313.2893677,2,iPhone 13 Pro,4.525316591,5.177687143,59.70642269,-151.4106792,389.9208859,,,,,,,,,,,,2,,{0CAB3AA3-9FFF-4396-A389-F6FAD5A789B3},,yutingpu_umich,N,,,2025-08-07T19:02:34.762,2025-10-28T16:13:19.934,2025-08-07T19:02:01.999
-151.4106986,59.70643363,0,,355.9627686,2,iPhone 13 Pro,4.74865153,4.029364438,59.70643363,-151.4106986,394.7168237,,,,,,,,,,,,2,,{C05AB0CA-BC76-4BC0-AD0E-F58EE90C3511},,yutingpu_umich,N,,,2025-08-07T19:02:58.362,2025-10-28T16:13:19.934,2025-08-07T19:02:42.999
-151.4106691,59.70643795,2.555999923,275.2734375,49.63431168,2,iPhone 13 Pro,3.535533906,4,59.70643795,-151.4106691,386.252285,,,,,,,,,,,,2,,{3F04ECD5-2558-46AD-836D-81B441FBC6AD},,yutingpu_umich,N,,,2025-08-07T19:03:31.541,2025-10-28T16:13:19.934,2025-08-07T19:03:13.999
-151.4107544,59.70642446,0.608202857,341.6100919,273.8357849,2,iPhone 14 Pro,4.748651523,4.987187693,59.70642446,-151.4107544,395.9161249,,,,,,,,,,,,2,312,{A081813D-1845-43BB-AC0E-A6DCD6719417},,yutingpu_umich,Y,,,2025-08-07T19:04:22.966,2025-10-28T16:13:19.934,2025-08-07T19:02:28.997
-151.410669,59.70647547,0.972000039,,61.95602036,2,iPhone 13 Pro,5.424905803,6,59.70647547,-151.410669,395.9612083,,,,,,,,,,,,2,311,{3008F43D-9F1C-4763-9DAD-BF2C5D884DB7},,yutingpu_umich,Y,,,2025-08-07T19:05:09.163,2025-10-28T16:13:19.934,2025-08-07T19:04:49.999
-151.4106798,59.70645325,0,,79.22992706,2,iPhone 13 Pro,3.535533906,4,59.70645325,-151.4106798,396.2825584,,,,,,,,,,,,2,101,{E184D25C-7459-43FE-BE7B-6E8FD694B620},,yutingpu_umich,Y,,,2025-08-07T19:06:05.274,2025-10-28T16:13:19.934,2025-08-07T19:05:50.999
-151.4106941,59.70642598,0,67.71669742,133.2491608,2,iPhone 14 Pro,4.74865153,4.925909596,59.70642598,-151.4106941,396.3697709,,,,,,,,,,,,2,,{0AB236F8-6B55-4628-9B59-CAE1766CA988},,yutingpu_umich,Y,,,2025-08-07T19:06:30.544,2025-10-28T16:13:19.934,2025-08-07T19:05:04.997
-151.4106323,59.70640738,0,227.4609375,163.1613007,2,iPhone 13 Pro,2.10313769,6,59.70640738,-151.4106323,401.1026268,,,,,,,,,,,,2,,{F3B739B4-AD2A-44A9-AF0A-F590464078F5},,yutingpu_umich,N,,,2025-08-07T19:07:49.720,2025-10-28T16:13:19.934,2025-08-07T19:07:28.999
-151.4106159,59.70641585,0,,141.9585114,2,iPhone 13 Pro,4.117305287,5.512914644,59.70641585,-151.4106159,402.7652149,,,,,,,,,,,,2,,{9933A441-C808-436D-A5CA-7979E6A3606A},,yutingpu_umich,N,,,2025-08-07T19:08:11.422,2025-10-28T16:13:19.934,2025-08-07T19:07:56.999
-151.4106257,59.70643254,0,,105.0888672,2,iPhone 13 Pro,4.427288412,6,59.70643254,-151.4106257,395.398098,,,,,,,,,,,,2,,{A9F872F8-93B9-4CC7-ACE2-51FA12762C1E},,yutingpu_umich,N,,,2025-08-07T19:09:05.003,2025-10-28T16:13:19.934,2025-08-07T19:08:49.032
-151.4106866,59.70642192,1.313699028,79.95095386,292.9678345,2,iPhone 14 Pro,4.748651541,4.712119699,59.70642192,-151.4106866,396.0591139,,,,,,,,,,,,2,220,{5E43C549-2A01-455D-8C2B-672CB330EF7E},,yutingpu_umich,Y,,,2025-08-07T19:09:12.406,2025-10-28T16:13:19.934,2025-08-07T19:06:39.998
-151.4106517,59.70645451,0.755999976,,133.837738,2,iPhone 13 Pro,4.74865153,4.029364438,59.70645451,-151.4106517,397.5332909,,,,,,,,,,,,2,,{932A69B5-4FD0-4F3E-9BB4-06B1958756F8},,yutingpu_umich,N,,,2025-08-07T19:09:32.873,2025-10-28T16:13:19.934,2025-08-07T19:09:12.999
-151.4107408,59.70639161,0.181533784,,269.6178284,2,iPhone 14 Pro,4.74865153,7.847929949,59.70639161,-151.4107408,393.4250232,,,,,,,,,,,,2,,{56F109C5-74A0-49D2-9B52-0E140FB27B1B},,yutingpu_umich,Y,,,2025-08-07T19:09:51.986,2025-10-28T16:13:19.934,2025-08-07T19:09:30.999
-151.4107026,59.70639791,0.184963671,,223.4775391,2,iPhone 14 Pro,4.74865153,3.138353631,59.70639791,-151.4107026,396.7977795,,,,,,,,,,,,2,,{E470BC54-B929-4836-8A47-EAC7675EBEFB},,yutingpu_umich,Y,,,2025-08-07T19:10:11.603,2025-10-28T16:13:19.934,2025-08-07T19:09:56.999
-151.4106967,59.70641071,0,,110.5846405,2,iPhone 13 Pro,4.002776785,6,59.70641071,-151.4106967,392.828701,,,,,,,,,,,,2,,{C1F7C4DE-63F8-4380-B7BA-49A628D5B0A2},,yutingpu_umich,N,,,2025-08-07T19:10:43.740,2025-10-28T16:13:19.934,2025-08-07T19:10:27.999
-151.4107299,59.70641554,0.713565184,,359.4971924,2,iPhone 14 Pro,4.74865153,4.107615329,59.70641554,-151.4107299,393.9792114,,,,,,,,,,,,2,128,{92486A3C-816F-401C-AC50-D8EC831856EF},,yutingpu_umich,Y,,,2025-08-07T19:11:14.606,2025-10-28T16:13:19.934,2025-08-07T19:11:03.997
-151.4106454,59.70645212,4.967999983,38.671875,151.5924377,2,iPhone 13 Pro,3.047303531,4,59.70645212,-151.4106454,394.7406883,,,,,,,,,,,,2,95,{A95EB0F0-9B91-48E1-9649-477F35786FDC},,yutingpu_umich,Y,,,2025-08-07T19:11:47.030,2025-10-28T16:13:19.934,2025-08-07T19:11:30.999
-151.4107249,59.70641171,0.810626314,,286.1894531,2,iPhone 14 Pro,4.74865153,3.184068203,59.70641171,-151.4107249,395.6372931,,,,,,,,,,,,2,209,{82F75EE2-6BDD-420C-8715-2B5EDAA7C00E},,yutingpu_umich,Y,,,2025-08-07T19:12:20.850,2025-10-28T16:13:19.934,2025-08-07T19:11:26.999
-151.4107017,59.70639856,0,,29.21884918,2,iPhone 13 Pro,3.535533906,6,59.70639856,-151.4107017,393.8615379,,,,,,,,,,,,2,203,{D62E4EBA-459C-4F45-A751-95928EE9CBF9},,yutingpu_umich,Y,,,2025-08-07T19:13:06.645,2025-10-28T16:13:19.934,2025-08-07T19:12:15.999
-151.4106786,59.70642068,0.370443408,,49.96615219,2,iPhone 13 Pro,4.74865153,5.044984078,59.70642068,-151.4106786,395.8258013,,,,,,,,,,,,2,127,{DD4B4CF9-4F68-4798-AF05-6E32432C2279},,yutingpu_umich,Y,,,2025-08-07T19:13:45.285,2025-10-28T16:13:19.934,2025-08-07T19:13:24.999
-151.4106965,59.70640006,0,,244.5584717,2,iPhone 14 Pro,4.74865153,3.184041445,59.70640006,-151.4106965,397.0303213,,,,,,,,,,,,2,292,{91BD8DEC-070A-450F-B8ED-A38779B76665},,yutingpu_umich,Y,,,2025-08-07T19:14:34.120,2025-10-28T16:13:19.934,2025-08-07T19:12:35.998
-151.4106201,59.70642728,0,,317.1394653,2,iPhone 13 Pro,3.756378211,4.029364438,59.70642728,-151.4106201,392.8570824,,,,,,,,,,,,2,100,{3F012B2C-A1CD-42BB-A465-257349C34B5C},,yutingpu_umich,Y,,,2025-08-07T19:15:14.509,2025-10-28T16:13:19.934,2025-08-07T19:14:55.999
-151.4106365,59.70639225,0,,323.5318909,2,iPhone 13 Pro,3.602766092,6,59.70639225,-151.4106365,391.5363426,,,,,,,,,,,,2,206,{F4E754DE-7DBE-41D3-8D2F-CC21FA82535C},,yutingpu_umich,Y,,,2025-08-07T19:16:20.105,2025-10-28T16:13:19.934,2025-08-07T19:16:03.999
-151.4106708,59.70642264,0.22100049,68.17747402,236.9271545,2,iPhone 14 Pro,4.74865153,4.979656948,59.70642264,-151.4106708,395.519042,,,,,,,,,,,,2,129,{E757EBF7-09C9-4341-8CBA-989DF0672150},,yutingpu_umich,Y,,,2025-08-07T19:17:47.517,2025-10-28T16:13:19.934,2025-08-07T19:17:15.997
-151.4126093,59.70639419,0,,27.6512394,2,iPhone 14 Pro,3.802167685,6.245179493,59.70639419,-151.4126093,402.9341051,,,,,,,,,,,,3,175,{657CB342-1EF7-497F-B6F9-DF764B789024},,yutingpu_umich,Y,,,2025-08-07T20:45:33.861,2025-10-28T16:18:56.737,2025-08-07T20:45:04
-151.4125298,59.70640032,0,,111.081337,2,iPhone 13 Pro,4.74865153,4.029364438,59.70640032,-151.4125297,402.4495507,,,,,,,,,,,,3,221,{1A1F446A-4319-485B-B14F-5D3DC212E58F},,yutingpu_umich,Y,,,2025-08-07T20:46:40.343,2025-10-28T16:18:56.737,2025-08-07T20:44:39
-151.4125104,59.70638278,0,,17.0807457,2,iPhone 13 Pro,3.617728801,6,59.70638278,-151.4125104,403.866787,,,,,,,,,,,,3,131,{008A7AB5-2FBD-4ECE-9DFB-3663E880F7AA},,yutingpu_umich,Y,,,2025-08-07T20:48:31.595,2025-10-28T16:18:56.737,2025-08-07T20:47:36.025
-151.4126088,59.70643441,0.050525036,,154.1928253,2,iPhone 14 Pro,4.645295445,3,59.70643441,-151.4126088,400.4779957,,,,,,,,,,,,3,280,{ECA566DC-018A-40ED-913E-EDFA4A256E1D},,yutingpu_umich,Y,,,2025-08-07T20:49:26.340,2025-10-28T16:18:56.737,2025-08-07T20:49:14.998
-151.4125537,59.70637664,0,,11.49273491,2,iPhone 13 Pro,4.748383028,4.029364438,59.70637664,-151.4125537,404.1457177,,,,,,,,,,,,3,295,{B4733E44-B374-47B7-95EA-DD7330E109C2},,yutingpu_umich,Y,,,2025-08-07T20:50:19.401,2025-10-28T16:18:56.737,2025-08-07T20:50:02.999
-151.4125827,59.70643598,0,,171.9796295,2,iPhone 14 Pro,4.74865153,4.808994226,59.70643598,-151.4125827,403.4032159,,,,,,,,,,,,3,157,{ED15BDAC-9DC7-42B6-A996-7E13466ABD89},,yutingpu_umich,Y,,,2025-08-07T20:51:15.197,2025-10-28T16:18:56.737,2025-08-07T20:51:08.998
-151.4124244,59.70636677,0,,236.9535065,2,iPhone 13 Pro,6.665446842,4.029364438,59.70636677,-151.4124244,396.993496,,,,,,,,,,,,3,479,{3EE5B545-FD77-4BEF-89B2-FAF43E609EDD},,yutingpu_umich,Y,,,2025-08-07T20:52:29.773,2025-10-28T16:18:56.737,2025-08-07T20:52:01
-151.412543,59.70638702,0,,234.4629211,2,iPhone 13 Pro,4.373866277,3,59.70638702,-151.412543,400.012661,,,,,,,,,,,,3,145,{6B39B60F-58A1-40AB-B058-71B38F047FDD},,yutingpu_umich,Y,,,2025-08-07T20:54:18.110,2025-10-28T16:18:56.737,2025-08-07T20:53:55
